current,S,L(cat),N,L (mm),W (mm),A (mm),H (mm),H(>5mm),CSF (LxW),CSF (A),CSF(>5mm),CSF(LxW+5mm)),D,category,PT,
Center North Atlantic Gyre,22,5mm,197,14,6,na,0.009,0.009,0.000938337,na,0.000981981,0.000981981,0.935,film,PE,
Center North Atlantic Gyre,22,5mm,198,7,4,na,2.286,1,0.431959398,na,0.188982237,0.188982237,0.875,fragment,PP,
Center North Atlantic Gyre,22,5mm,199,9,1.5,na,0.25,0.5,0.068041382,na,0.136082763,0.136082763,0.935,fragment,PE,
Center North Atlantic Gyre,22,5mm,200,6,1,na,0.167,0.5,0.068041382,na,0.204124145,0.204124145,0.875,fragment,PP,
Center North Atlantic Gyre,22,5mm,201,7,1,na,0.143,0.5,0.053994925,na,0.188982237,0.188982237,0.935,fragment,PE,
Center North Atlantic Gyre,22,2mm (FS),202,4.495,3.779,10.134,3.177,,0.770851628,0.998007116,,0.770851628,0.935,fragment,PE,
Center North Atlantic Gyre,22,2mm (FS),203,3.935,3.226,7.816,2.645,,0.742299964,0.946001258,,0.742299964,0.935,fragment,PE,
Center North Atlantic Gyre,22,2mm (FS),204,4.24,3.61,10.936,3.074,,0.785619072,0.929435586,,0.785619072,0.935,fragment,PE,
Center North Atlantic Gyre,22,2mm (FS),205,3.554,2.741,6.597,2.114,,0.677309891,0.823052248,,0.677309891,0.935,fragment,PE,
Center North Atlantic Gyre,22,2mm (FS),206,5.41,3.6,14.294,2.396,,0.542822516,0.633622875,,0.542822516,0.935,fragment,PE,
Center North Atlantic Gyre,22,2mm (FS),207,5.07,2.758,9.629,1.5,,0.401217118,0.483492755,,0.401217118,0.875,fragment,PP,
Center North Atlantic Gyre,22,2mm (FS),208,4.265,2.758,9.153,1.783,,0.52001137,0.589505358,,0.52001137,0.935,fragment,PE,
Center North Atlantic Gyre,22,5mm,209,5.647,4.731,15.721,0.009,0.009,0.001663846,0.002168994,0.001741234,0.001741234,0.935,film,PE,
Center North Atlantic Gyre,22,5mm,210,6.034,3.654,13.938,0.009,0.009,0.001831519,0.002303553,0.001916706,0.001916706,0.935,film,PE,
Center North Atlantic Gyre,22,2mm (FS),211,3.347,2.758,6.33,2.273,,0.748010724,0.903297808,,0.748010724,0.935,fragment,PE,
Center North Atlantic Gyre,22,2mm (FS),212,4.793,3.628,10.698,2.746,,0.658551547,0.839606575,,0.658551547,0.935,fragment,PE,
Center North Atlantic Gyre,22,2mm (FS),213,4.098,2.946,7.489,2.118,,0.609524522,0.773894242,,0.609524522,0.935,fragment,PE,
Center North Atlantic Gyre,22,2mm (FS),214,4.144,2.546,6.478,0.009,,0.002647643,0.003378921,,0.002647643,0.935,film,PE,
Center North Atlantic Gyre,22,2mm (FS),215,3.855,3.169,8.053,0.009,,0.00246051,0.003030537,,0.00246051,0.935,film,PE,
Center North Atlantic Gyre,22,5mm,216,7.273,4.774,18.128,0.009,0.009,0.001459488,0.00201987,0.001527371,0.001527371,0.875,film,PP,
Center North Atlantic Gyre,22,2mm (FS),217,6.36,3.577,15.899,0.009,,0.001803061,0.002156818,,0.001803061,0.935,film,PE,
Center North Atlantic Gyre,22,5mm,218,7.143,3.793,19.762,0.009,0.009,0.001652216,0.001934564,0.001729063,0.001729063,0.935,film,PE,
Center North Atlantic Gyre,22,2mm (FS),219,4.209,3.448,9.302,0.009,,0.002257488,0.002819748,,0.002257488,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS),220,3.592,2.011,5.533,0.009,,0.00319981,0.0036561,,0.00319981,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS),221,4.438,1.939,6.041,0.009,,0.002931676,0.003499001,,0.002931676,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS),222,3.048,2.308,4.68,0.009,,0.003242448,0.003975351,,0.003242448,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS),223,3.111,2.174,4.728,0.009,,0.003306882,0.00395512,,0.003306882,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS),224,2.143,1.85,2.639,0.009,,0.004319182,0.005293937,,0.004319182,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS),225,3.023,2.339,4.58,0.009,,0.003234181,0.004018516,,0.003234181,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS),226,3.965,2.527,6.994,1.611,,0.508795282,0.608982031,,0.508795282,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),227,2.375,2.153,3.533,1.952,,0.863118894,1.038371183,,0.863118894,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),228,3.074,2.337,4.893,1.777,,0.662875967,0.803204169,,0.662875967,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),229,2.262,1.692,2.876,1.266,,0.646936474,0.746300403,,0.646936474,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),230,2.617,1.893,3.254,1.369,,0.615205681,0.759082066,,0.615205681,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),231,3.523,2.359,5.136,1.58,,0.547927309,0.696996715,,0.547927309,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),232,2.993,2.239,4.154,1.675,,0.647025005,0.82180395,,0.647025005,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),233,2.236,1.923,2.982,1.654,,0.797556075,0.957707635,,0.797556075,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),234,2.409,1.647,2.817,1.126,,0.565308088,0.670898738,,0.565308088,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),235,1.859,1.462,1.988,1.15,,0.697432167,0.815468454,,0.697432167,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),236,1.923,1.458,1.964,1.105,,0.660187595,0.788796586,,0.660187595,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),237,2.687,1.616,3.172,0.972,,0.466402141,0.545693093,,0.466402141,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),238,2.78,1.692,3.237,1.03,,0.474824746,0.57238016,,0.474824746,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),239,2.355,1.904,3.148,1.539,,0.726965915,0.867612129,,0.726965915,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),240,1.946,1.484,2.118,1.132,,0.665942294,0.777610271,,0.665942294,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),241,2.512,2,3.207,1.592,,0.710420591,0.889182438,,0.710420591,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),242,2.204,1.529,2.148,1.061,,0.577821694,0.723746109,,0.577821694,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),243,2.679,1.914,3.858,1.367,,0.603884426,0.696193624,,0.603884426,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),244,3.721,1.884,5.231,0.954,,0.360273105,0.417070783,,0.360273105,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),245,2.732,1.587,3.172,0.922,,0.442735501,0.517614661,,0.442735501,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),246,3.965,2.308,6.266,1.343,,0.44410833,0.53670201,,0.44410833,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),247,3.772,1.692,4.201,0.759,,0.300429802,0.370299131,,0.300429802,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),248,2.433,1.904,3.036,1.49,,0.692288716,0.855147234,,0.692288716,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),249,3.731,2.212,6.26,1.311,,0.456498979,0.524152703,,0.456498979,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),250,2.647,2.231,4.219,1.88,,0.773781681,0.915462242,,0.773781681,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),251,2.749,2.385,4.621,2.069,,0.808109971,0.962573813,,0.808109971,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),252,3.406,2.238,5.444,1.471,,0.532626975,0.630255236,,0.532626975,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),253,1.948,1.632,2.308,1.367,,0.766825953,0.899981234,,0.766825953,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),254,2.128,1.763,2.497,1.461,,0.754086269,0.924322936,,0.754086269,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),255,2.314,1.506,2.379,0.98,,0.525040042,0.635461682,,0.525040042,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),256,2.548,1.679,2.55,1.106,,0.534905309,0.692838286,,0.534905309,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),257,2.512,2,3.373,1.592,,0.710420591,0.867026129,,0.710420591,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),258,2.283,1.623,2.485,1.154,,0.599403,0.731927276,,0.599403,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),259,1.784,1.231,1.402,0.849,,0.573184984,0.71737667,,0.573184984,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),260,4.391,1.785,5.379,0.726,,0.259186379,0.312868782,,0.259186379,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),261,3.947,2.339,7.183,1.386,,0.456188826,0.517178407,,0.456188826,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),262,2.314,1.611,2.657,1.122,,0.580895857,0.688068932,,0.580895857,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),263,2.512,2.02,3.568,1.624,,0.721103497,0.85994501,,0.721103497,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),264,1.796,1.281,1.266,0.914,,0.602371195,0.812035609,,0.602371195,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),265,2.855,1.533,3.473,0.823,,0.393463149,0.441698379,,0.393463149,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),266,3.172,1.775,4.13,0.993,,0.418598597,0.488751958,,0.418598597,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),267,4.929,2.146,7.118,0.934,,0.287280633,0.350204422,,0.287280633,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),268,2.515,1.846,3.012,1.355,,0.628840582,0.780724701,,0.628840582,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),269,3.36,2.437,5.846,1.768,,0.617695415,0.731042078,,0.617695415,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),270,3.063,2.15,4.207,1.509,,0.588081063,0.735772695,,0.588081063,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),271,2.172,1.686,2.373,1.309,,0.683906331,0.849584246,,0.683906331,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),272,4.135,2.291,7.154,1.269,,0.412405419,0.474569908,,0.412405419,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),273,3.34,2.692,5.941,2.17,,0.723590545,0.890171874,,0.723590545,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),274,2.345,1.994,3.03,1.696,,0.784103623,0.974060981,,0.784103623,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),275,2.031,1.399,1.988,0.964,,0.571691436,0.683466631,,0.571691436,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),276,3.009,2.077,4.609,1.434,,0.573484208,0.667801594,,0.573484208,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),277,2.203,1.374,2.32,0.857,,0.492559107,0.562619753,,0.492559107,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),278,1.754,1.538,1.917,1.349,,0.821088784,0.97402931,,0.821088784,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),279,3.845,2.479,6.243,1.598,,0.517690594,0.639675978,,0.517690594,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),280,2.463,1.874,3.065,1.426,,0.66367852,0.8144408,,0.66367852,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),281,3.687,2.443,6.704,1.619,,0.539355975,0.625182472,,0.539355975,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),282,2.137,1.607,2.438,1.208,,0.652104252,0.773945502,,0.652104252,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),283,2.504,1.933,3.083,1.492,,0.678260139,0.84985067,,0.678260139,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),284,2.896,2.154,4.148,1.602,,0.641461672,0.786635364,,0.641461672,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),285,2.62,2,3.746,1.527,,0.666949662,0.78881437,,0.666949662,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),286,2.571,1.577,2.882,0.967,,0.480390516,0.569789342,,0.480390516,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),287,3.542,2.538,6.746,1.819,,0.606547185,0.700182916,,0.606547185,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),288,2.2,1.849,2.799,1.554,,0.770497698,0.928858784,,0.770497698,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),289,2.629,1.923,3.515,1.407,,0.625580276,0.750248814,,0.625580276,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),290,2.54,2.092,3.828,1.723,,0.747466865,0.880650689,,0.747466865,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),291,3.321,2.424,5.237,1.769,,0.623584928,0.773134527,,0.623584928,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),292,2.053,1.514,2.083,1.117,,0.633294022,0.773603037,,0.633294022,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),293,2.243,1.615,2.485,1.163,,0.610962957,0.737653799,,0.610962957,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),294,3.696,1.755,4.757,0.833,,0.327203347,0.38208123,,0.327203347,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),295,2.093,1.385,1.994,0.916,,0.538295585,0.649034438,,0.538295585,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),296,1.946,1.652,2.225,1.402,,0.78216938,0.940182671,,0.78216938,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),297,3.832,2.226,5.408,1.293,,0.442740743,0.556040568,,0.442740743,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),298,2.58,1.75,3.355,1.187,,0.558634192,0.648052409,,0.558634192,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),299,3.101,2.23,4.976,1.604,,0.609824187,0.718898825,,0.609824187,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),300,2.548,1.816,3.201,1.294,,0.601692545,0.723418195,,0.601692545,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),301,1.873,1.61,2.13,1.384,,0.796951969,0.948252886,,0.796951969,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),302,2.355,1.72,2.994,1.256,,0.624174904,0.72600579,,0.624174904,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),303,4.366,2.692,7.864,1.66,,0.484157859,0.59189494,,0.484157859,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),304,2.305,1.538,2.592,1.026,,0.545039665,0.637417882,,0.545039665,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),305,2.959,2.017,4.633,1.375,,0.562783556,0.638757013,,0.562783556,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),306,2.828,2.491,4.787,2.194,,0.826687715,1.002850825,,0.826687715,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),307,2.112,1.907,2.509,1.722,,0.857995814,1.087069076,,0.857995814,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),308,3.304,1.813,4.467,0.995,,0.406477629,0.47070368,,0.406477629,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),309,3.546,2.579,6.112,1.876,,0.620253061,0.758703837,,0.620253061,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),310,1.796,1.36,1.728,1.03,,0.65894454,0.783428949,,0.65894454,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),311,2.657,1.977,3.657,1.471,,0.641833931,0.769235474,,0.641833931,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),312,2.774,1.434,2.645,0.741,,0.371675592,0.455804919,,0.371675592,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),313,2.483,1.755,3.195,1.24,,0.594224566,0.693972228,,0.594224566,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),314,4.332,2.53,7.604,1.478,,0.44632181,0.535835571,,0.44632181,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),315,2.36,1.847,2.97,1.446,,0.692360589,0.838771303,,0.692360589,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),316,3.721,2.064,5.343,1.145,,0.413118872,0.495298632,,0.413118872,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),317,2.786,2.176,4.331,1.7,,0.690266296,0.816662433,,0.690266296,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),318,5.363,2.69,9.337,1.349,,0.355235798,0.441563415,,0.355235798,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),319,2.88,2,4.059,1.389,,0.578703704,0.689378886,,0.578703704,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),320,1.961,1.632,2.308,1.358,,0.759213359,0.894015015,,0.759213359,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),321,2.52,1.154,2.485,0.528,,0.309890243,0.335233862,,0.309890243,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),322,1.517,1.308,1.402,1.128,,0.800632554,0.952480077,,0.800632554,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),323,3.264,2.103,5.047,1.355,,0.517170428,0.603131128,,0.517170428,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),324,3.664,2.121,5.059,1.228,,0.440430925,0.545875412,,0.440430925,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),325,2.929,2.351,4.521,1.887,,0.719117547,0.887500554,,0.719117547,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),326,2.647,1.869,3.473,1.32,,0.593311874,0.70812882,,0.593311874,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS),327,4.861,0.25,4.728,0.25,,0.226781276,0.114974433,,0.226781276,0.935,line,PE,
Center North Atlantic Gyre,22,1mm (FS),328,3.559,0.25,3.426,0.25,,0.265036697,0.135066091,,0.265036697,0.935,line,PE,
Center North Atlantic Gyre,22,1mm (FS rest),329,1.951,1.43,1.861,1.048,,0.627506389,0.768319081,,0.627506389,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),330,1.951,1.448,1.727,1.075,,0.639391618,0.817774729,,0.639391618,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),331,2.812,1.42,3.162,0.717,,0.358847184,0.40325563,,0.358847184,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),332,2.603,1.875,3.649,1.351,,0.611351041,0.707035865,,0.611351041,na,fragment,*PE,
Center North Atlantic Gyre,22,1mm (FS rest),333,1.885,1.213,1.63,0.781,,0.516207333,0.611387345,,0.516207333,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),334,1.878,1.323,1.52,0.932,,0.59128435,0.755966075,,0.59128435,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),335,1.591,1.299,1.326,1.061,,0.737748707,0.92103548,,0.737748707,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),336,2.651,1.434,2.043,0.776,,0.397840631,0.542693215,,0.397840631,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),337,2.034,1.36,1.885,0.909,,0.546741374,0.662325065,,0.546741374,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),338,2.219,1.814,2.457,1.483,,0.739128538,0.946051296,,0.739128538,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),339,2.072,1.434,2.116,0.992,,0.575756832,0.682261272,,0.575756832,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),340,1.536,1.211,1.082,0.955,,0.700050534,0.917874787,,0.700050534,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),341,2.092,1.611,2.372,1.241,,0.675772929,0.805512081,,0.675772929,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),342,1.825,1.57,1.909,1.351,,0.797912329,0.977537602,,0.797912329,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),343,1.438,1.085,1.082,0.819,,0.65539976,0.787022158,,0.65539976,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),344,1.346,1.103,1.058,0.904,,0.741815116,0.878745535,,0.741815116,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),345,1.929,1.42,1.958,1.045,,0.631588444,0.747030128,,0.631588444,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),346,1.683,1.323,1.569,1.04,,0.696969209,0.83027909,,0.696969209,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),347,2.233,1.794,2.773,1.441,,0.720112871,0.865528195,,0.720112871,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),348,1.257,0.993,0.936,0.784,,0.70213554,0.810821573,,0.70213554,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),349,2.233,1.654,2.359,1.225,,0.637485298,0.797660923,,0.637485298,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),350,2.409,1.505,2.396,0.94,,0.493798254,0.607425183,,0.493798254,0.935,fragment,PE,
Center North Atlantic Gyre,22,1mm (FS rest),351,2.827,0.25,2.104,0.25,,0.297376811,0.172352323,,0.297376811,0.935,line,PE,
Center North Atlantic Gyre,22,1mm (FS rest),352,2.421,1.544,1.897,0.009,,0.004448129,0.006244027,,0.004448129,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),353,2.36,1.727,2.08,0.009,,0.004259869,0.005963027,,0.004259869,0.935,film,PE,
Center North Atlantic Gyre,22,5mm,354,6.877,0.25,4.707,0.25,,0.190664787,0.115230623,,0.190664787,0.935,line,PE,
Center North Atlantic Gyre,22,1mm (FS rest),355,3.836,0.25,1.885,0.25,,0.255288179,0.18208926,,0.255288179,0.935,line,PE,
Center North Atlantic Gyre,22,1mm (FS rest),356,2.376,1.975,2.627,0.009,,0.003970011,0.005306014,,0.003970011,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),357,3.551,2.692,5.814,0.009,,0.002781542,0.003566654,,0.002781542,na,film,*undetermined,
Center North Atlantic Gyre,22,1mm (FS rest),358,2.449,1.315,1.873,0.009,,0.004792269,0.006283904,,0.004792269,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),359,3.354,1.782,4.184,0.009,,0.003517735,0.004204386,,0.003517735,na,film,undetermined,
Center North Atlantic Gyre,22,1mm (FS rest),360,1.973,1.508,1.788,0.009,,0.004985793,0.006431536,,0.004985793,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),361,3.751,2.086,4.95,0.009,,0.003074452,0.003865413,,0.003074452,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),362,4.391,2.178,6.799,0.009,,0.002780916,0.003298192,,0.002780916,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),363,3.206,1.872,3.636,0.009,,0.003510458,0.004510104,,0.003510458,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),364,2.614,2.149,3.405,0.009,,0.003628503,0.004660579,,0.003628503,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),365,2.478,1.741,2.53,0.009,,0.004140458,0.005406774,,0.004140458,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),366,3.243,2.095,4.172,0.009,,0.003299385,0.004210429,,0.003299385,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),367,2.219,1.764,2.128,0.009,,0.004346809,0.005895391,,0.004346809,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),368,3.028,2.073,4.038,0.009,,0.003432582,0.004279719,,0.003432582,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),369,2.846,1.813,3.405,0.009,,0.003786013,0.004660579,,0.003786013,0.935,film,PE,
Center North Atlantic Gyre,22,1mm (FS rest),370,5.425,1.3,3.965,0.009,,0.003238373,0.004318937,,0.003238373,0.935,film,PE,
